name,png,uid,license,credit,tree_name
Methanomicrobium,dd601421-7faa-421f-bb4c-200c415b77ab.1024.png,dd601421-7faa-421f-bb4c-200c415b77ab,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Methanomicrobium
Methanococcus vannielii,f04e96a5-8c19-4caf-af64-ee51e69431fd.1024.png,f04e96a5-8c19-4caf-af64-ee51e69431fd,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Methanococcus_vannielii
Methanocella paludicola,62d53c7a-d02d-4824-9c84-e5a716674ebc.1024.png,62d53c7a-d02d-4824-9c84-e5a716674ebc,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Methanocella_paludicola
Methanobacterium formicicum,259ded8b-5eaf-43fc-800f-ac2950c5f148.1024.png,259ded8b-5eaf-43fc-800f-ac2950c5f148,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Methanobacterium_formicicum
Halobacterium salinarum,785c0c53-c669-44ab-b4e6-733379ef8d35.1024.png,785c0c53-c669-44ab-b4e6-733379ef8d35,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Halobacterium_salinarum
Archaeoglobus fulgidus,1dc9ba7d-2a84-4b6b-94ea-d2f7fcff2a68.1024.png,1dc9ba7d-2a84-4b6b-94ea-d2f7fcff2a68,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Archaeoglobus_fulgidus
Teleoceras fossiger,ebbf856d-bd68-4c3e-b177-7b471586a793.1024.png,ebbf856d-bd68-4c3e-b177-7b471586a793,http://creativecommons.org/licenses/by-sa/3.0/,Zimices,Teleoceras_fossiger
Loxodonta cyclotis,09af15bc-97ee-4fa0-9379-da7ee328560a.1024.png,09af15bc-97ee-4fa0-9379-da7ee328560a,http://creativecommons.org/licenses/by-sa/3.0/,"Richard Ruggiero, vectorized by Zimices",Loxodonta_cyclotis
Magelona,63f15af2-0d7b-438e-8965-f0667a41e1ac.original.png,63f15af2-0d7b-438e-8965-f0667a41e1ac,http://creativecommons.org/licenses/by-nc-sa/3.0/,Anne Weigert & Christoph Bleidorn,Magelona
Spalax carmeli,287c58ad-009b-4878-9a9e-59fd7e0fe66f.1024.png,287c58ad-009b-4878-9a9e-59fd7e0fe66f,http://creativecommons.org/publicdomain/zero/1.0/,Don Armstrong,Spalax_carmeli
Metamynodon planifrons,28ffecd3-97b6-4ce0-8c4e-a3f21dd78c7e.1024.png,28ffecd3-97b6-4ce0-8c4e-a3f21dd78c7e,http://creativecommons.org/licenses/by-sa/3.0/,Zimices,Metamynodon_planifrons
Menoceras arikarense,5bceef50-97af-4846-9c8f-faea38d00257.1024.png,5bceef50-97af-4846-9c8f-faea38d00257,http://creativecommons.org/licenses/by-sa/3.0/,"Robert Bruce Horsfall, vectorized by Zimices",Menoceras_arikarense
Archaeotherium mortoni,0bb0694c-ad1f-4b74-9a93-eab6528723a3.1024.png,0bb0694c-ad1f-4b74-9a93-eab6528723a3,http://creativecommons.org/licenses/by-sa/3.0/,Zimices,Archaeotherium_mortoni
Palaeotherium magnum,7eeadc8c-5812-47ac-94e7-0eb92c318b00.1024.png,7eeadc8c-5812-47ac-94e7-0eb92c318b00,http://creativecommons.org/licenses/by-sa/3.0/,Zimices,Palaeotherium_magnum
Sharamynodon mongoliensis,46db214c-0208-4383-aa1d-af5e3cdf2cbf.1024.png,46db214c-0208-4383-aa1d-af5e3cdf2cbf,http://creativecommons.org/licenses/by-sa/3.0/,Zimices,Sharamynodon_mongoliensis
Amynodon advenus,03102d6e-ae85-463b-ae41-d641dc3935a7.1024.png,03102d6e-ae85-463b-ae41-d641dc3935a7,http://creativecommons.org/licenses/by-sa/3.0/,Zimices,Amynodon_advenus
Stegomastodon mirificus,1179b795-27b3-4c2a-a922-a3dbbe1e44df.1024.png,1179b795-27b3-4c2a-a922-a3dbbe1e44df,http://creativecommons.org/licenses/by-sa/3.0/,"Margret Flinsch, vectorized by Zimices",Stegomastodon_mirificus
Sivatherium giganteum,1a3aafc5-0f13-42d5-9a6a-0e11d455366c.1024.png,1a3aafc5-0f13-42d5-9a6a-0e11d455366c,http://creativecommons.org/licenses/by-sa/3.0/,Zimices,Sivatherium_giganteum
Parus atricapillus,dfdfb59e-8126-44e1-a7a9-1bf698113e1c.1024.png,dfdfb59e-8126-44e1-a7a9-1bf698113e1c,http://creativecommons.org/publicdomain/zero/1.0/,Ferran Sayol,Parus_atricapillus
Cacatua sulphurea,2236b809-b54a-45a2-932f-47b2ca4b8b7e.1024.png,2236b809-b54a-45a2-932f-47b2ca4b8b7e,http://creativecommons.org/publicdomain/zero/1.0/,Ferran Sayol,Cacatua_sulphurea
Thermoproteus tenax,3cabf30c-eed6-4dc4-824e-f7eac992f554.1024.png,3cabf30c-eed6-4dc4-824e-f7eac992f554,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Thermoproteus_tenax
Sulfolobus acidocaldarius,e0fc6004-a5cb-44a2-af72-f76cfdef01fb.1024.png,e0fc6004-a5cb-44a2-af72-f76cfdef01fb,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Sulfolobus_acidocaldarius
Fervidicoccus fontis,4a1436f7-4ca4-49d3-991b-e6cbc9c00250.1024.png,4a1436f7-4ca4-49d3-991b-e6cbc9c00250,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Fervidicoccus_fontis
Desulfurococcus mucosus,22c90f34-93c8-42ee-9efa-ed669ec9f0bd.1024.png,22c90f34-93c8-42ee-9efa-ed669ec9f0bd,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Desulfurococcus_mucosus
Acidilobus aceticus,f7442ac0-19aa-4192-bfbd-715aa29a21f3.1024.png,f7442ac0-19aa-4192-bfbd-715aa29a21f3,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Acidilobus_aceticus
Caldithrix abyssi,c9dba5f2-101d-466c-8200-4cb6c6180d6d.1024.png,c9dba5f2-101d-466c-8200-4cb6c6180d6d,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Caldithrix_abyssi
Amphicyon major,14f15fef-b522-4929-8426-e554153f4d28.1024.png,14f15fef-b522-4929-8426-e554153f4d28,http://creativecommons.org/licenses/by-sa/3.0/,Zimices,Amphicyon_major
Anancus arvernensis,7d7a88d3-a4d4-4c4c-9e5f-ff46d5e3046d.1024.png,7d7a88d3-a4d4-4c4c-9e5f-ff46d5e3046d,http://creativecommons.org/licenses/by-sa/3.0/,"Henry Fairfield Osborn, vectorized by Zimices",Anancus_arvernensis
Cuvieronius hyodon,4d717991-21c4-436b-93a5-ea5d86071487.1024.png,4d717991-21c4-436b-93a5-ea5d86071487,http://creativecommons.org/licenses/by-sa/3.0/,"Henry Fairfield Osborn, vectorized by Zimices",Cuvieronius_hyodon
Trigonostylops,32f21102-609f-477d-9b47-143fdda9443e.1024.png,32f21102-609f-477d-9b47-143fdda9443e,http://creativecommons.org/licenses/by-sa/3.0/,"Ghedoghedo, vectorized by Zimices",Trigonostylops
Proborhyaena gigantea,83931a7e-0f9a-4512-8875-70cb367b416a.1024.png,83931a7e-0f9a-4512-8875-70cb367b416a,http://creativecommons.org/licenses/by-sa/3.0/,Zimices,Proborhyaena_gigantea
Mesonyx obtusidens,73624419-f6f1-41a7-becf-7f1c90d5b203.1024.png,73624419-f6f1-41a7-becf-7f1c90d5b203,http://creativecommons.org/licenses/by-sa/3.0/,Zimices,Mesonyx_obtusidens
Gobiatherium mirificum,7ba0e9d0-ed84-4dfb-8a42-f7b45d2da8b9.1024.png,7ba0e9d0-ed84-4dfb-8a42-f7b45d2da8b9,http://creativecommons.org/licenses/by-sa/3.0/,Zimices,Gobiatherium_mirificum
Callistoe vincei,89046a68-044c-4f23-9de9-95ab941b001a.1024.png,89046a68-044c-4f23-9de9-95ab941b001a,http://creativecommons.org/licenses/by-sa/3.0/,Zimices,Callistoe_vincei
Coptotermes formosanus,188d20e7-a6da-4d7c-99e1-52935c2b0c6d.1024.png,188d20e7-a6da-4d7c-99e1-52935c2b0c6d,http://creativecommons.org/licenses/by/3.0/,Melissa Broussard,Coptotermes_formosanus
Adelidae,164ba313-db4b-42f5-b3a8-80821913fd24.1024.png,164ba313-db4b-42f5-b3a8-80821913fd24,http://creativecommons.org/licenses/by/3.0/,Melissa Broussard,Adelidae
Tenodera sinensis,deb681b9-84c8-427a-885a-21c3296e843b.1024.png,deb681b9-84c8-427a-885a-21c3296e843b,http://creativecommons.org/licenses/by/3.0/,Melissa Broussard,Tenodera_sinensis
Gigatitan extensus,9702dc98-2506-405e-a249-aa8a13e14c15.1024.png,9702dc98-2506-405e-a249-aa8a13e14c15,http://creativecommons.org/licenses/by/3.0/,Melissa Broussard,Gigatitan_extensus
Uintatherium anceps,5fe1c8ef-f7c4-47ff-9cc0-b528107fde98.1024.png,5fe1c8ef-f7c4-47ff-9cc0-b528107fde98,http://creativecommons.org/licenses/by/3.0/,Zimices,Uintatherium_anceps
Prodinoceras martyr,f72f8145-1860-407b-838a-cff909a6bd69.1024.png,f72f8145-1860-407b-838a-cff909a6bd69,http://creativecommons.org/licenses/by/3.0/,Zimices,Prodinoceras_martyr
Homo neanderthalensis neanderthalensis,312a3222-7e8d-4fe0-91e7-2923dde20389.1024.png,312a3222-7e8d-4fe0-91e7-2923dde20389,http://creativecommons.org/publicdomain/mark/1.0/,T. Michael Keesey,Homo_neanderthalensis_neanderthalensis
Kayentavenator elysiae,f327468f-0fe9-4416-9ca8-fff9f0695444.1024.png,f327468f-0fe9-4416-9ca8-fff9f0695444,http://creativecommons.org/licenses/by/3.0/,Iain Reid,Kayentavenator_elysiae
Aviatyrannis jurassica,c557874a-1438-4189-b364-1bb0db13effe.1024.png,c557874a-1438-4189-b364-1bb0db13effe,http://creativecommons.org/licenses/by/3.0/,Iain Reid,Aviatyrannis_jurassica
Eobasileus cornutus,6370ada6-22f3-4f50-a3e7-608856e0db8d.1024.png,6370ada6-22f3-4f50-a3e7-608856e0db8d,http://creativecommons.org/licenses/by/3.0/,Zimices,Eobasileus_cornutus
Notiomastodon platensis,54f44538-8fbf-4b7d-a7ea-6eb606d59d95.1024.png,54f44538-8fbf-4b7d-a7ea-6eb606d59d95,http://creativecommons.org/licenses/by/3.0/,Zimices,Notiomastodon_platensis
Prothoatherium colombianus,0cd9f4e6-564f-4162-ba8b-875d7dd7652d.1024.png,0cd9f4e6-564f-4162-ba8b-875d7dd7652d,http://creativecommons.org/licenses/by/3.0/,Zimices,Prothoatherium_colombianus
Neolicaphrium recens,40bc77cf-6462-4f20-9d21-eb5cd24d55b2.1024.png,40bc77cf-6462-4f20-9d21-eb5cd24d55b2,http://creativecommons.org/licenses/by/3.0/,Zimices,Neolicaphrium_recens
Diplasiotherium robustum,bf468fca-a047-489c-83b1-921687352f4a.1024.png,bf468fca-a047-489c-83b1-921687352f4a,http://creativecommons.org/licenses/by/3.0/,Zimices,Diplasiotherium_robustum
Anisolambda prodromus,b953583b-d927-4ffb-928e-d09af6776c51.1024.png,b953583b-d927-4ffb-928e-d09af6776c51,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Anisolambda_prodromus
Gopherus agassizii,fb405890-27fb-4dbc-b1e5-e7f38a185404.1024.png,fb405890-27fb-4dbc-b1e5-e7f38a185404,http://creativecommons.org/licenses/by/3.0/,"Andrew A. Farke, shell lines added by Yan Wong",Gopherus_agassizii
Branchiostoma lanceolatum,2e265034-1a52-4a5d-8b3c-2435079fa38b.1024.png,2e265034-1a52-4a5d-8b3c-2435079fa38b,http://creativecommons.org/publicdomain/zero/1.0/,Yan Wong from illustration by Jules Richard (1907),Branchiostoma_lanceolatum
Helix aspersa,6ee19bb9-2f22-4c45-89dc-48e82818da7f.1024.png,6ee19bb9-2f22-4c45-89dc-48e82818da7f,http://creativecommons.org/publicdomain/zero/1.0/,Yan Wong from photo by Denes Emoke,Helix_aspersa
Pantolambda bathmodon,5dded7eb-56ad-459f-a2c5-2daf8910a85e.1024.png,5dded7eb-56ad-459f-a2c5-2daf8910a85e,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Pantolambda_bathmodon
Candidatus Omnitrophus magneticus,3dcf3f70-e00d-43a0-9122-d541ac4c1278.1024.png,3dcf3f70-e00d-43a0-9122-d541ac4c1278,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Candidatus_Omnitrophus_magneticus
Coryphodon radians,25ab31b6-8835-404a-945a-9693f7e7eca3.1024.png,25ab31b6-8835-404a-945a-9693f7e7eca3,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Coryphodon_radians
Candidatus Sonnebornia yantaiensis,df101a1a-1a4a-4be6-8fa0-bfd18a2acc9a.1024.png,df101a1a-1a4a-4be6-8fa0-bfd18a2acc9a,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Candidatus_Sonnebornia_yantaiensis
Saccharibacteria,cd7819b0-397f-49bb-a8ef-74981bbeace6.1024.png,cd7819b0-397f-49bb-a8ef-74981bbeace6,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Saccharibacteria
Candidate phylum TM1,3425589a-d0d0-4fe1-ab55-33e639779a7f.1024.png,3425589a-d0d0-4fe1-ab55-33e639779a7f,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Candidate_phylum_TM1
Candidate phylum TG3,dc98d833-ce6e-4d14-8aba-346e406f4c52.1024.png,dc98d833-ce6e-4d14-8aba-346e406f4c52,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Candidate_phylum_TG3
Ignavibacterium album,f96e85cf-7af2-4d91-9661-11693737e0fb.1024.png,f96e85cf-7af2-4d91-9661-11693737e0fb,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Ignavibacterium_album
Candidatus Entotheonella palauensis,7c5f8e33-3d9e-40b6-a3f3-af939891c21e.1024.png,7c5f8e33-3d9e-40b6-a3f3-af939891c21e,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Candidatus_Entotheonella_palauensis
Stegodon huanghoensis,451fa4fd-3c6e-4368-88c1-ca75932449a3.1024.png,451fa4fd-3c6e-4368-88c1-ca75932449a3,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Stegodon_huanghoensis
Alcidedorbignya inopinata,926a0e77-bdb1-48b9-a371-600978cc952a.1024.png,926a0e77-bdb1-48b9-a371-600978cc952a,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Alcidedorbignya_inopinata
Arctodictis sinclairi,2b03d31a-14cb-4312-a550-1b02bba432c5.1024.png,2b03d31a-14cb-4312-a550-1b02bba432c5,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Arctodictis_sinclairi
Candidatus Vecturithrix granuli,c94c02ba-e6b8-4c66-9721-f3e391d03bb5.1024.png,c94c02ba-e6b8-4c66-9721-f3e391d03bb5,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Candidatus_Vecturithrix_granuli
Candidatus Moduliflexus flocculans,1312dc92-fe7a-4e18-9dce-6f7b739a821c.1024.png,1312dc92-fe7a-4e18-9dce-6f7b739a821c,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Candidatus_Moduliflexus_flocculans
Hippidion saldiasi,5aa84f24-ba0e-4182-b170-9fd5f35850c1.1024.png,5aa84f24-ba0e-4182-b170-9fd5f35850c1,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Hippidion_saldiasi
Elasmotherium caucasicum,99c00322-5415-470d-b029-f8f116034f06.1024.png,99c00322-5415-470d-b029-f8f116034f06,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Elasmotherium_caucasicum
Mammuthus armeniacus,43d2a4af-991c-4236-8455-f62271ab73e7.1024.png,43d2a4af-991c-4236-8455-f62271ab73e7,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Mammuthus_armeniacus
Elasmotherium sibiricum,5545fca0-983e-4422-bec3-8fa9f233eb81.1024.png,5545fca0-983e-4422-bec3-8fa9f233eb81,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Elasmotherium_sibiricum
Cladosictis patagonica,327edeee-e34c-4573-be88-66ad6b14ffc4.1024.png,327edeee-e34c-4573-be88-66ad6b14ffc4,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Cladosictis_patagonica
Subhyracodon occidentalis,3fe6ec68-767f-468b-9b62-d60bd1f1177b.1024.png,3fe6ec68-767f-468b-9b62-d60bd1f1177b,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Subhyracodon_occidentalis
Moropus elatus,28f8e6a2-0b5c-430b-a83b-067984ce4546.1024.png,28f8e6a2-0b5c-430b-a83b-067984ce4546,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Moropus_elatus
Canis (Aenocyon) dirus,fa7c7d51-7f4b-46e2-8e44-1e6d9992a45c.1024.png,fa7c7d51-7f4b-46e2-8e44-1e6d9992a45c,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Canis_.Aenocyon._dirus
Fusobacterium nucleatum,680e6e45-3e3a-4e4b-b679-9bf2ae9091ab.1024.png,680e6e45-3e3a-4e4b-b679-9bf2ae9091ab,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Fusobacterium_nucleatum
Poribacteria morphotype 6,5a0317af-7a40-4e28-9675-d511eb26d54a.1024.png,5a0317af-7a40-4e28-9675-d511eb26d54a,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Poribacteria_morphotype_6
Poribacteria morphotype 5,59f50ee6-468e-4717-9417-83115ee16fd5.1024.png,59f50ee6-468e-4717-9417-83115ee16fd5,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Poribacteria_morphotype_5
Poribacteria morphotype 4,c05bb0b7-131e-484d-ab83-cc8335dfbc2a.1024.png,c05bb0b7-131e-484d-ab83-cc8335dfbc2a,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Poribacteria_morphotype_4
Poribacteria morphotype 3,12a94ffb-4904-4b71-9b96-7781e154ea25.1024.png,12a94ffb-4904-4b71-9b96-7781e154ea25,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Poribacteria_morphotype_3
Poribacteria morphotype 2,50b5b97d-9050-4f49-8b1f-4cc6111e302c.1024.png,50b5b97d-9050-4f49-8b1f-4cc6111e302c,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Poribacteria_morphotype_2
Poribacteria morphotype 1,a3d9c980-0931-4fff-8fb3-ab3f66c98340.1024.png,a3d9c980-0931-4fff-8fb3-ab3f66c98340,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Poribacteria_morphotype_1
Chlorobium,a5809028-9bfa-4ae3-b676-946ae8836947.1024.png,a5809028-9bfa-4ae3-b676-946ae8836947,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Chlorobium
Oxydactylus longipes,a8d02d68-a7c3-4db4-b22c-c3a0c6f764d7.1024.png,a8d02d68-a7c3-4db4-b22c-c3a0c6f764d7,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Oxydactylus_longipes
Elusimicrobium minutum,5d716470-bad1-4007-9743-5eb1423057a9.1024.png,5d716470-bad1-4007-9743-5eb1423057a9,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Elusimicrobium_minutum
Candidatus Endomicrobium trichonymphae,392faa57-3d95-4f4a-873b-ac5cbc9bdb3c.1024.png,392faa57-3d95-4f4a-873b-ac5cbc9bdb3c,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Candidatus_Endomicrobium_trichonymphae
Victivallis vadensis,a735e05c-517a-4593-a00c-9a96ce134dc2.1024.png,a735e05c-517a-4593-a00c-9a96ce134dc2,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Victivallis_vadensis
Oligosphaera ethanolica,c0b667f2-1a25-4a5b-b416-2d5d8261d94d.1024.png,c0b667f2-1a25-4a5b-b416-2d5d8261d94d,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Oligosphaera_ethanolica
Lentisphaera araneosa,420b11b6-d7b4-436a-98da-e6f61848d748.1024.png,420b11b6-d7b4-436a-98da-e6f61848d748,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Lentisphaera_araneosa
Gemmatimonas aurantiaca,2f5e7e3b-ca8f-466a-9dd8-d93218a06902.1024.png,2f5e7e3b-ca8f-466a-9dd8-d93218a06902,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Gemmatimonas_aurantiaca
Stigonema mamillosum,216e87d4-7384-4394-89b9-634ec1992183.1024.png,216e87d4-7384-4394-89b9-634ec1992183,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Stigonema_mamillosum
Pleurocapsa fuliginosa,809f5393-cad5-483c-a91e-e4f5e8784717.1024.png,809f5393-cad5-483c-a91e-e4f5e8784717,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Pleurocapsa_fuliginosa
Oscillatoria princeps,7dc59ec9-1a60-4371-8cd4-f8f8059fb0f7.1024.png,7dc59ec9-1a60-4371-8cd4-f8f8059fb0f7,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Oscillatoria_princeps
Nostoc commune,84e40461-9b97-486a-a788-32414e7b5805.1024.png,84e40461-9b97-486a-a788-32414e7b5805,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Nostoc_commune
Gloeobacter violaceus,744139c3-6832-43c7-ba95-b59ab139dbfb.1024.png,744139c3-6832-43c7-ba95-b59ab139dbfb,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Gloeobacter_violaceus
Chroococcus,ef65efc6-f6a6-4a9d-adf8-c6d9b56ac119.1024.png,ef65efc6-f6a6-4a9d-adf8-c6d9b56ac119,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Chroococcus
Propachyrucos ameghinorum,958d7012-08b4-45fa-bfaf-8a0d92d33382.1024.png,958d7012-08b4-45fa-bfaf-8a0d92d33382,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Propachyrucos_ameghinorum
Paedotherium bonaerense,314d41ae-e5e5-4efa-9ad2-d90bd6c334fe.1024.png,314d41ae-e5e5-4efa-9ad2-d90bd6c334fe,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Paedotherium_bonaerense
Trachytherus conturbatus,423ff9e7-4f78-480a-a629-314f6c338d61.1024.png,423ff9e7-4f78-480a-a629-314f6c338d61,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Trachytherus_conturbatus
Mesotherium cristatum,e6d2d0c2-8cd9-4846-8fe6-aff6b582ec47.1024.png,e6d2d0c2-8cd9-4846-8fe6-aff6b582ec47,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Mesotherium_cristatum
Caldisericum exile,1e277688-82c7-4a66-8c01-a88b36ff68b5.1024.png,1e277688-82c7-4a66-8c01-a88b36ff68b5,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Caldisericum_exile
Fibrobacter succinogenes,30c01b91-ed90-4e9c-93e5-7d0a19ab23e4.1024.png,30c01b91-ed90-4e9c-93e5-7d0a19ab23e4,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Fibrobacter_succinogenes
Sphingobacterium canadense,7307906f-a46d-4d72-b363-524af0a72a79.1024.png,7307906f-a46d-4d72-b363-524af0a72a79,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Sphingobacterium_canadense
Flavobacterium aquatile,5f4d5544-6e9c-4478-9dec-68a8cf1e2cbd.1024.png,5f4d5544-6e9c-4478-9dec-68a8cf1e2cbd,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Flavobacterium_aquatile
Cytophaga hutchinsonii,51f79ade-84ab-4169-9de9-dff22bbb39b3.1024.png,51f79ade-84ab-4169-9de9-dff22bbb39b3,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Cytophaga_hutchinsonii
Bacteroides fragilis,ba0a446e-18d7-4db9-9937-5adec24721b5.1024.png,ba0a446e-18d7-4db9-9937-5adec24721b5,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Bacteroides_fragilis
Fimbriimonas ginsengisoli,6429e50f-c24a-4cf2-b0e9-82da86b0c6a0.1024.png,6429e50f-c24a-4cf2-b0e9-82da86b0c6a0,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Fimbriimonas_ginsengisoli
Chthonomonas calidirosea,c0abb6d5-d59c-47bc-b7ff-3cfce6c95e99.1024.png,c0abb6d5-d59c-47bc-b7ff-3cfce6c95e99,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Chthonomonas_calidirosea
Armatimonas rosea,ac49c805-787d-48e0-bb40-0a9a0375b5e0.1024.png,ac49c805-787d-48e0-bb40-0a9a0375b5e0,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Armatimonas_rosea
Thermodesulfobacterium commune,287dbeda-467e-4c23-b53a-ad98829c9e52.1024.png,287dbeda-467e-4c23-b53a-ad98829c9e52,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Thermodesulfobacterium_commune
Dictyoglomus thermophilum,5816141d-bf84-4d1a-a295-dc14ef30a1e1.1024.png,5816141d-bf84-4d1a-a295-dc14ef30a1e1,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Dictyoglomus_thermophilum
Hydrogenothermus marinus,7924636d-6fc4-4361-bc61-85d658455d9e.1024.png,7924636d-6fc4-4361-bc61-85d658455d9e,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Hydrogenothermus_marinus
Desulfurobacterium thermolithotrophum,fa8f44d6-186b-4ab8-b2b5-9adbfeefd408.1024.png,fa8f44d6-186b-4ab8-b2b5-9adbfeefd408,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Desulfurobacterium_thermolithotrophum
Aquifex pyrophilus,110ee36d-bdac-4e69-aacc-b4845df0c761.1024.png,110ee36d-bdac-4e69-aacc-b4845df0c761,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Aquifex_pyrophilus
Deferribacter thermophilus,fab2ec2d-2e4f-4dc8-8d19-14611180c854.1024.png,fab2ec2d-2e4f-4dc8-8d19-14611180c854,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Deferribacter_thermophilus
Protypotherium,c9546a04-acb7-4427-b42e-c2d5d3c9d4ad.1024.png,c9546a04-acb7-4427-b42e-c2d5d3c9d4ad,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Protypotherium
Thomashuxleya,081fd701-0ce7-486c-9664-c74ebfe8feb5.1024.png,081fd701-0ce7-486c-9664-c74ebfe8feb5,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Thomashuxleya
Icaronycteris index,17bd40f5-87c4-4416-a39e-e5f8a54523bb.1024.png,17bd40f5-87c4-4416-a39e-e5f8a54523bb,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Icaronycteris_index
Desulfurispirillum alkaliphilum,cae9b939-a856-4e8e-b30f-7dc47cbc2589.1024.png,cae9b939-a856-4e8e-b30f-7dc47cbc2589,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Desulfurispirillum_alkaliphilum
Desulfurispira natronophila,952d285b-a088-48ca-adc6-085f9d2000a2.1024.png,952d285b-a088-48ca-adc6-085f9d2000a2,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Desulfurispira_natronophila
Chrysiogenes,b258410b-73eb-4df8-b513-7f520ddb9104.1024.png,b258410b-73eb-4df8-b513-7f520ddb9104,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Chrysiogenes
Thermomicrobium roseum,74e7c46d-745f-46b8-b4b9-a136988e0652.1024.png,74e7c46d-745f-46b8-b4b9-a136988e0652,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Thermomicrobium_roseum
